Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5875,5261,0.5312531556094114
STATEN ISLAND,Staten Island,75to84,75 to 84,16973,15408,0.6776023571836932
STATEN ISLAND,Staten Island,65to74,65 to 74,36442,32977,0.7067661115754732
STATEN ISLAND,Staten Island,55to64,55 to 64,44174,37904,0.5731740511114471
STATEN ISLAND,Staten Island,45to54,45 to 54,34831,28636,0.4462382347441252
STATEN ISLAND,Staten Island,35to44,35 to 44,27551,21962,0.3711427316050968
STATEN ISLAND,Staten Island,25to34,25 to 34,23731,18381,0.2840124229360775
STATEN ISLAND,Staten Island,18to24,18 to 24,13904,9581,0.2415049907739011
STATEN ISLAND,Staten Island,%all%,%all%,203481,170110,0.4558535929203254
QUEENS,Queens,85andUp,85+,28339,24766,0.4797269943421174
QUEENS,Queens,75to84,75 to 84,73964,65620,0.5979268565480956
QUEENS,Queens,65to74,65 to 74,158616,139816,0.6698559306490576
QUEENS,Queens,55to64,55 to 64,216076,176543,0.5849988237227284
QUEENS,Queens,45to54,45 to 54,196780,151085,0.5012012610995764
QUEENS,Queens,35to44,35 to 44,186488,138530,0.4488848267662091
QUEENS,Queens,25to34,25 to 34,182077,131909,0.3638887682055547
QUEENS,Queens,18to24,18 to 24,78364,48282,0.2763297137929709
QUEENS,Queens,%all%,%all%,1120704,876551,0.4818440197698002
MANHATTAN,Manhattan,85andUp,85+,24938,22672,0.5692817362217578
MANHATTAN,Manhattan,75to84,75 to 84,64751,60005,0.7006813104743218
MANHATTAN,Manhattan,65to74,65 to 74,117149,108053,0.7310415658343724
MANHATTAN,Manhattan,55to64,55 to 64,136322,118340,0.6507778003711286
MANHATTAN,Manhattan,45to54,45 to 54,131122,109890,0.5688853310546
MANHATTAN,Manhattan,35to44,35 to 44,147960,121429,0.5235210368326566
MANHATTAN,Manhattan,25to34,25 to 34,219928,175327,0.4876460429235346
MANHATTAN,Manhattan,18to24,18 to 24,80707,57462,0.3990767028382625
MANHATTAN,Manhattan,%all%,%all%,922877,773178,0.5587542215247698
BROOKLYN,Brooklyn,85andUp,85+,22782,19225,0.3771086700666928
BROOKLYN,Brooklyn,75to84,75 to 84,63233,54713,0.5129616260863858
BROOKLYN,Brooklyn,65to74,65 to 74,138291,119509,0.5684327183306936
BROOKLYN,Brooklyn,55to64,55 to 64,168467,135727,0.4750100617705216
BROOKLYN,Brooklyn,45to54,45 to 54,160038,123873,0.4193881489406364
BROOKLYN,Brooklyn,35to44,35 to 44,182791,141494,0.3952500935790786
BROOKLYN,Brooklyn,25to34,25 to 34,219347,167457,0.3562604113258206
BROOKLYN,Brooklyn,18to24,18 to 24,69873,43665,0.2101018409943218
BROOKLYN,Brooklyn,%all%,%all%,1024822,805663,0.4059083289991248
THE BRONX,Bronx,85andUp,85+,13210,11492,0.4319621809638057
THE BRONX,Bronx,75to84,75 to 84,37654,33467,0.5781072587283698
THE BRONX,Bronx,65to74,65 to 74,79713,70129,0.665609319906477
THE BRONX,Bronx,55to64,55 to 64,113606,93963,0.5749364955555994
THE BRONX,Bronx,45to54,45 to 54,96643,75363,0.4332800409404088
THE BRONX,Bronx,35to44,35 to 44,78395,58040,0.3239019537693805
THE BRONX,Bronx,25to34,25 to 34,64573,46268,0.2039105225517532
THE BRONX,Bronx,18to24,18 to 24,34282,20832,0.1504576427358456
THE BRONX,Bronx,%all%,%all%,518076,409554,0.3821270450958988
%all%,%all%,85andUp,85+,95144,83416,0.4661726408029598
%all%,%all%,75to84,75 to 84,256575,229213,0.598976284404188
%all%,%all%,65to74,65 to 74,530211,470484,0.6545454545454547
%all%,%all%,55to64,55 to 64,678645,562477,0.5630826422480212
%all%,%all%,45to54,45 to 54,619414,488847,0.4754918601246782
%all%,%all%,35to44,35 to 44,623185,481455,0.4234782822854309
%all%,%all%,25to34,25 to 34,709656,539342,0.3635117365449461
%all%,%all%,18to24,18 to 24,277130,179822,0.2551858168986247
%all%,%all%,%all%,%all%,3789960,3035056,0.4575901771900412
